,B,I,O,accuracy,macro avg,weighted avg
precision,0.047281921618204804,0.03493862134088763,0.927311443187259,0.8644530015566662,0.3365106620487838,0.862790973401164
recall,0.046540567446490794,0.033408577878103835,0.9291846577279499,0.8644530015566662,0.3363779343508482,0.8644530015566662
f1-score,0.046908315565031986,0.03415647357489038,0.9282471054158363,0.8644530015566662,0.33643729818525286,0.8636205296465947
support,4018.0,2215.0,79206.0,0.8644530015566662,85439.0,85439.0
