,B,I,O,accuracy,macro avg,weighted avg
precision,0.05459119496855346,0.03296703296703297,0.9274607430103409,0.8641673973316903,0.3383396569819757,0.8631155818986908
recall,0.05472887767969735,0.031335149863760216,0.9286344288069946,0.8641673973316903,0.33823281878348405,0.8641673973316903
f1-score,0.05465994962216625,0.032130384167636784,0.9280472148236151,0.8641673973316903,0.33827918287113934,0.8636406013063728
support,3965.0,2202.0,78231.0,0.8641673973316903,84398.0,84398.0
