,B,I,O,accuracy,macro avg,weighted avg
precision,0.04955974842767295,0.027233635929288104,0.9287437609303394,0.8649843018778508,0.3351790484291002,0.8652956311865414
recall,0.04948505400653102,0.027696793002915453,0.9284000714595615,0.8649843018778508,0.3351939728230027,0.8649843018778508
f1-score,0.049522373051784814,0.02746326186461094,0.9285718843927685,0.8649843018778508,0.3351858397697214,0.8651398880677712
support,3981.0,2058.0,78366.0,0.8649843018778508,84405.0,84405.0
