,B,I,O,accuracy,macro avg,weighted avg
precision,0.04284248332478194,0.03012633624878523,0.9271034831942047,0.8633214031789643,0.33335743425592396,0.8622371151931092
recall,0.043085655314757484,0.028440366972477066,0.9283086562585308,0.8633214031789643,0.33327822618192177,0.8633214031789643
f1-score,0.04296372523797273,0.0292590844738084,0.927705678319498,0.8633214031789643,0.33330949601042636,0.8627782427636902
support,3876.0,2180.0,76927.0,0.8633214031789643,82983.0,82983.0
