,B,I,O,accuracy,macro avg,weighted avg
precision,0.05170098478066249,0.033927056827820185,0.9301914088582239,0.8677367974680926,0.3386064834889022,0.8680256060682766
recall,0.0528,0.033085194375516956,0.929849932697763,0.8677367974680926,0.33857837569109334,0.8677367974680926
f1-score,0.052244713332579434,0.03350083752093802,0.9300206394329997,0.8677367974680926,0.3385887300955057,0.8678807788770484
support,4375.0,2418.0,89893.0,0.8677367974680926,96686.0,96686.0
