,B,I,O,accuracy,macro avg,weighted avg
precision,0.04943934760448522,0.02980769230769231,0.930395055092717,0.8670509240002376,0.3365473650016315,0.8680027148702864
recall,0.05066597022721337,0.029750479846449136,0.9293128131710809,0.8670509240002376,0.33657642108158115,0.8670509240002376
f1-score,0.050045143815297295,0.029779058597502406,0.9298536192309415,0.8670509240002376,0.33655927388124707,0.8675261840092814
support,3829.0,2084.0,78232.0,0.8670509240002376,84145.0,84145.0
