,B,I,O,accuracy,macro avg,weighted avg
precision,0.050134288272157566,0.03689567430025445,0.9293934335002783,0.8669887045388721,0.3388077986908968,0.8663641457147464
recall,0.05063291139240506,0.03523693803159174,0.9300869875143402,0.8669887045388721,0.33865227897944566,0.8669887045388721
f1-score,0.05038236617183986,0.036047234307022995,0.9297400811654875,0.8669887045388721,0.3387232272147835,0.8666757614788491
support,4424.0,2469.0,89783.0,0.8669887045388721,96676.0,96676.0
