,B,I,O,accuracy,macro avg,weighted avg
precision,0.046947152385838894,0.03644314868804665,0.9278240776799854,0.8643451018194963,0.33707145958462364,0.8636870004970051
recall,0.0472258064516129,0.0350140056022409,0.9285593649721331,0.8643451018194963,0.33693305900866233,0.8643451018194963
f1-score,0.047086067155538404,0.03571428571428572,0.9281915757075977,0.8643451018194963,0.33699730952580725,0.8640155279813065
support,3875.0,2142.0,76973.0,0.8643451018194963,82990.0,82990.0
