,B,I,O,accuracy,macro avg,weighted avg
precision,0.04900181488203267,0.032380151387720775,0.929050912801905,0.8657555592991913,0.3368109596905528,0.8657968235798047
recall,0.04878048780487805,0.03271028037383177,0.9290087761072182,0.8657555592991913,0.3368331814286427,0.8657555592991913
f1-score,0.04889090086011771,0.03254437869822485,0.9290298439767779,0.8657555592991913,0.3368217078450402,0.865776158567977
support,4428.0,2354.0,88194.0,0.8657555592991913,94976.0,94976.0
