,B,I,O,accuracy,macro avg,weighted avg
precision,0.045871559633027525,0.029326923076923077,0.9292139575949124,0.865783375913493,0.3348041467682877,0.8661785118296951
recall,0.04654771140418929,0.02906145783706527,0.9287623578764276,0.865783375913493,0.33479050903922736,0.865783375913493
f1-score,0.04620716211012708,0.029193586982531706,0.9289881028527568,0.865783375913493,0.3347962839818052,0.8659807641721871
support,3867.0,2099.0,78189.0,0.865783375913493,84155.0,84155.0
