,B,I,O,accuracy,macro avg,weighted avg
precision,0.045871559633027525,0.02980769230769231,0.9294698724264565,0.8660329154536273,0.33504970812239215,0.8667003110164944
recall,0.046248715313463515,0.030258662762323085,0.9287212008080394,0.8660329154536273,0.33507619296127533,0.8660329154536273
f1-score,0.04605936540429887,0.030031484620973603,0.9290953857960541,0.8660329154536273,0.33506207860710885,0.8663663961356364
support,3892.0,2049.0,78214.0,0.8660329154536273,84155.0,84155.0
