,B,I,O,accuracy,macro avg,weighted avg
precision,0.05300175835217282,0.039224952741020794,0.9292805227036747,0.8661353457700038,0.34050241126562275,0.8664519100045787
recall,0.05364861428934656,0.038912330051570555,0.9289158913992785,0.8661353457700038,0.3404922785800652,0.8661353457700038
f1-score,0.05332322466515036,0.03906801600376558,0.9290981712759291,0.8661353457700038,0.34049647064828165,0.8662934882909434
support,3933.0,2133.0,79005.0,0.8661353457700038,85071.0,85071.0
