,B,I,O,accuracy,macro avg,weighted avg
precision,0.05011219147344802,0.02934326967862133,0.9287460968360859,0.8652402183909385,0.33606718599605173,0.8655020478209672
recall,0.05065524193548387,0.02911275415896488,0.9284433802605022,0.8652402183909385,0.33607045878498365,0.8652402183909385
f1-score,0.05038225341521494,0.029227557411273485,0.928594713877326,0.8652402183909385,0.33606817490127144,0.8653710311529551
support,3968.0,2164.0,79769.0,0.8652402183909385,85901.0,85901.0
