,B,I,O,accuracy,macro avg,weighted avg
precision,0.0500122579063496,0.030085316569375842,0.9257174728729338,0.8603774913726319,0.33527168244955313,0.8600716829788699
recall,0.05006134969325153,0.029646017699115044,0.926057900810307,0.8603774913726319,0.3352550894008912,0.8603774913726319
f1-score,0.05003679175864607,0.02986405170492534,0.9258876555497094,0.8603774913726319,0.33526283300442694,0.8602245147811366
support,4075.0,2260.0,78859.0,0.8603774913726319,85194.0,85194.0
