,B,I,O,accuracy,macro avg,weighted avg
precision,0.04961356270256794,0.030274802049371215,0.9291097651204494,0.8655778163234421,0.33633270995746284,0.8661255166230375
recall,0.050584646670055924,0.029953917050691243,0.9284810205897465,0.8655778163234421,0.3363398614368312,0.8655778163234421
f1-score,0.05009439899307741,0.030113504748668054,0.9287952864485395,0.8655778163234421,0.33633439673009496,0.8658513305279041
support,3934.0,2170.0,79797.0,0.8655778163234421,85901.0,85901.0
