,B,I,O,accuracy,macro avg,weighted avg
precision,0.053444471684236335,0.025594970812752582,0.927992901958299,0.8625368246851562,0.33567744815176265,0.8640156347302915
recall,0.0544727636181909,0.026364477335800184,0.9263256449510988,0.8625368246851562,0.33572096196836326,0.8625368246851562
f1-score,0.05395371859918327,0.025974025974025972,0.9271585239216876,0.8625368246851562,0.3356954228316323,0.8632751596951703
support,4002.0,2162.0,79037.0,0.8625368246851562,85201.0,85201.0
