,B,I,O,accuracy,macro avg,weighted avg
precision,0.049767099779357685,0.022900763358778626,0.9260691018783747,0.8605112436035867,0.33291232167217033,0.8605595141853234
recall,0.049950787401574805,0.022798390701832812,0.9260104178548344,0.8605112436035867,0.33291986531941403,0.8605112436035867
f1-score,0.049858774407466534,0.022849462365591395,0.9260397589368888,0.8605112436035867,0.3329159985699823,0.8605353669534423
support,4064.0,2237.0,78903.0,0.8605112436035867,85204.0,85204.0
