,B,I,O,accuracy,macro avg,weighted avg
precision,0.05240471869328494,0.028595458368376788,0.9285293117133462,0.8653344002695418,0.3365098295916693,0.8649307698918678
recall,0.05178211163416274,0.028704094554664415,0.928992807387743,0.8653344002695418,0.3364930045255234,0.8653344002695418
f1-score,0.05209155485398579,0.028649673477986096,0.9287610017239815,0.8653344002695418,0.33650074335198443,0.8651324414655813
support,4461.0,2369.0,88146.0,0.8653344002695418,94976.0,94976.0
