,B,I,O,accuracy,macro avg,weighted avg
precision,0.05375533785481035,0.036862003780718335,0.9295944080738499,0.8664009968495792,0.3400705832364595,0.8668433170328592
recall,0.05436991869918699,0.036827195467422094,0.9290885159591971,0.8664009968495792,0.3400952100419354,0.8664009968495792
f1-score,0.05406088164708854,0.036844591402928666,0.9293413931702377,0.8664009968495792,0.34008228874008495,0.866622011975214
support,3936.0,2118.0,79014.0,0.8664009968495792,85068.0,85068.0
