,B,I,O,accuracy,macro avg,weighted avg
precision,0.047281921618204804,0.03446647780925401,0.9293022200942469,0.8662905698802654,0.3370168731739019,0.8663243636864132
recall,0.047936426557293,0.03367158671586716,0.9292553861660577,0.8662905698802654,0.3369544664797393,0.8662905698802654
f1-score,0.04760692464358452,0.034064395706952875,0.9292788025400666,0.8662905698802654,0.336983374296868,0.8663072458775546
support,3901.0,2168.0,79370.0,0.8662905698802654,85439.0,85439.0
