,B,I,O,accuracy,macro avg,weighted avg
precision,0.05198776758409786,0.035096153846153846,0.930004606643804,0.8669431504895903,0.3390295093580186,0.8676572589144884
recall,0.05259087393658159,0.03548857559552747,0.9291960724148511,0.8669431504895903,0.33909184064898673,0.8669431504895903
f1-score,0.05228758169934641,0.03529127386995408,0.9296001637205494,0.8669431504895903,0.33905967309661666,0.867299934467734
support,3879.0,2057.0,78216.0,0.8669431504895903,84152.0,84152.0
