,B,I,O,accuracy,macro avg,weighted avg
precision,0.04677623261694058,0.03541076487252125,0.9294408184865055,0.8664193167054858,0.3372092719919891,0.8666049624844856
recall,0.04797717842323652,0.034121929026387623,0.9292183661900862,0.8664193167054858,0.3371058245465701,0.8664193167054858
f1-score,0.04736909486621432,0.03475440222428174,0.9293295790262738,0.8664193167054858,0.33715102537225666,0.8665114764556447
support,3856.0,2198.0,79385.0,0.8664193167054858,85439.0,85439.0
