,B,I,O,accuracy,macro avg,weighted avg
precision,0.05160807778608826,0.032603632976245925,0.9263165815910601,0.8631288493555785,0.33684276411779807,0.8610285362541868
recall,0.05034046692607004,0.03111111111111111,0.9286926781425644,0.8631288493555785,0.3367147520599152,0.8631288493555785
f1-score,0.05096639172719439,0.03183989083466,0.927503108086047,0.8631288493555785,0.33676979688263375,0.8620764485235407
support,4112.0,2250.0,79529.0,0.8631288493555785,85891.0,85891.0
