,B,I,O,accuracy,macro avg,weighted avg
precision,0.03745510518214469,0.023809523809523808,0.9268403494424757,0.8626751653753931,0.32936832614471473,0.8617580536262185
recall,0.03763856664088683,0.022674687644608976,0.9278520655465025,0.8626751653753931,0.3293884399439994,0.8626751653753931
f1-score,0.037546611804037545,0.02322825314055463,0.927345931553997,0.8626751653753931,0.32937359883286305,0.8622159824695979
support,3879.0,2161.0,76953.0,0.8626751653753931,82993.0,82993.0
