,B,I,O,accuracy,macro avg,weighted avg
precision,0.03745510518214469,0.024295432458697766,0.9280605423367992,0.863819840227489,0.32993702665921393,0.8639747811742415
recall,0.037971391417425226,0.02385496183206107,0.927879873332295,0.863819840227489,0.3299020755272604,0.863819840227489
f1-score,0.037711481337982695,0.02407318247472316,0.9279701990408141,0.863819840227489,0.32991828761784,0.8638971697938908
support,3845.0,2096.0,77052.0,0.863819840227489,82993.0,82993.0
