,B,I,O,accuracy,macro avg,weighted avg
precision,0.05035810205908684,0.03435114503816794,0.9313019575547815,0.8687152860378764,0.33867040155067873,0.8696407031876553
recall,0.051819438046982955,0.03400503778337532,0.9302460009559911,0.8687152860378764,0.3386901589287831,0.8687152860378764
f1-score,0.0510783200908059,0.03417721518987342,0.9307736797615341,0.8687152860378764,0.33867640501407115,0.8691772250559499
support,4342.0,2382.0,89959.0,0.8687152860378764,96683.0,96683.0
