,B,I,O,accuracy,macro avg,weighted avg
precision,0.045454545454545456,0.02787121576165305,0.929962223968765,0.867466613232122,0.3344293283949879,0.867782971135375
recall,0.046218487394957986,0.027436140018921477,0.9295969182812321,0.867466613232122,0.33441718189837055,0.867466613232122
f1-score,0.04583333333333334,0.027651966626936832,0.9297795352433097,0.867466613232122,0.3344216117345266,0.8676245732926948
support,3808.0,2114.0,78917.0,0.867466613232122,84839.0,84839.0
