,B,I,O,accuracy,macro avg,weighted avg
precision,0.047281921618204804,0.03493862134088763,0.9285840284252702,0.8656351314973256,0.33693485712812093,0.8650205372824338
recall,0.047948717948717946,0.033168982519049754,0.9292631260402482,0.8656351314973256,0.3367936088360053,0.8656351314973256
f1-score,0.047612985359643534,0.034030811680846165,0.9289234531177131,0.8656351314973256,0.33685575005273427,0.8653270122967518
support,3900.0,2231.0,79308.0,0.8656351314973256,85439.0,85439.0
