,B,I,O,accuracy,macro avg,weighted avg
precision,0.05300175835217282,0.03969754253308128,0.9293185098893306,0.8661823653183811,0.34067260359152823,0.8665304100167014
recall,0.05364861428934656,0.03943661971830986,0.9289185905224787,0.8661823653183811,0.34066794151004504,0.8661823653183811
f1-score,0.05332322466515036,0.0395666509656147,0.9291185071717031,0.8661823653183811,0.34066946093415607,0.8663562462388678
support,3933.0,2130.0,79008.0,0.8661823653183811,85071.0,85071.0
