,B,I,O,accuracy,macro avg,weighted avg
precision,0.04927678352537387,0.022900763358778626,0.926462014246242,0.8608516032111169,0.33287985371013146,0.8612584549188556
recall,0.049962714392244596,0.022737405260811413,0.9259925511160658,0.8608516032111169,0.3328975569230406,0.8608516032111169
f1-score,0.04961737842508023,0.022818791946308724,0.9262272231936947,0.8608516032111169,0.33288779785502787,0.8610548543284768
support,4023.0,2243.0,78938.0,0.8608516032111169,85204.0,85204.0
