,B,I,O,accuracy,macro avg,weighted avg
precision,0.04922867513611615,0.03280067283431455,0.9294477831953736,0.8661451314016172,0.3371590437219347,0.8665495280252358
recall,0.049329393043873605,0.033276450511945395,0.9289948205320006,0.8661451314016172,0.33720022136260647,0.8661451314016172
f1-score,0.049278982627455434,0.03303684879288437,0.9292212466628501,0.8661451314016172,0.3371790260277299,0.8663472337743424
support,4399.0,2344.0,88233.0,0.8661451314016172,94976.0,94976.0
