ID|Food Concept|URLs
C000270|MERINGUE|http://purl.bioontology.org/ontology/SNOMEDCT/444161000124100
C000271|CARROT|http://purl.bioontology.org/ontology/SNOMEDCT/256319004
C000272|PUFF PASTRY|http://purl.bioontology.org/ontology/SNOMEDCT/226749001;http://purl.bioontology.org/ontology/SNOMEDCT/226753004
C000273|MATZO|http://purl.bioontology.org/ontology/SNOMEDCT/226551004
C000274|TOFFEE|http://purl.bioontology.org/ontology/SNOMEDCT/227626004
C000275|PEPPERMINT|http://purl.bioontology.org/ontology/SNOMEDCT/227625000
C000276|DESSERT|http://purl.bioontology.org/ontology/SNOMEDCT/227682004
C000277|MACADAMIA NUTS|http://purl.bioontology.org/ontology/SNOMEDCT/227501001
C000278|CORNFLAKES|http://purl.bioontology.org/ontology/SNOMEDCT/226604005
C000279|MIXED NUTS|http://purl.bioontology.org/ontology/SNOMEDCT/227505005
C000280|GINGERBREAD|http://purl.bioontology.org/ontology/SNOMEDCT/226658001
C000281|CUSTARD POWDER|http://purl.bioontology.org/ontology/SNOMEDCT/229937009;http://purl.bioontology.org/ontology/SNOMEDCT/227689008
C000282|LEMON OIL|http://purl.bioontology.org/ontology/SNOMEDCT/57198007;http://purl.bioontology.org/ontology/SNOMEDCT/735340006;http://purl.bioontology.org/ontology/SNOMEDCT/411366000
C000283|LARD|http://purl.bioontology.org/ontology/SNOMEDCT/226899009
C000284|TEQUILA|http://purl.bioontology.org/ontology/SNOMEDCT/442581000124106
C000285|HAZELNUT|http://purl.bioontology.org/ontology/SNOMEDCT/256353000
C000286|MARTINI|http://purl.bioontology.org/ontology/SNOMEDCT/226040008
C000287|GIN|http://purl.bioontology.org/ontology/SNOMEDCT/226031009
C000288|LEMONADE|http://purl.bioontology.org/ontology/SNOMEDCT/226483007
C000289|BERRY|http://purl.bioontology.org/ontology/SNOMEDCT/63045006
C000290|TONIC WATER|http://purl.bioontology.org/ontology/SNOMEDCT/226486004
C000291|CRANBERRY|http://purl.bioontology.org/ontology/SNOMEDCT/227421003
C000292|RYE|http://purl.bioontology.org/ontology/SNOMEDCT/412068007
C000293|TOMATO JUICE|http://purl.bioontology.org/ontology/SNOMEDCT/226498009;http://purl.bioontology.org/ontology/SNOMEDCT/734881000;http://purl.bioontology.org/ontology/SNOMEDCT/129559002
C000294|PASSION FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/227438004;http://purl.bioontology.org/ontology/SNOMEDCT/72511004
C000295|MELON|http://purl.bioontology.org/ontology/SNOMEDCT/260177005
C000296|SPARKLING WHITE WINE|http://purl.bioontology.org/ontology/SNOMEDCT/67990004;http://purl.bioontology.org/ontology/SNOMEDCT/226519000
C000297|DRY WHITE WINE|http://purl.bioontology.org/ontology/SNOMEDCT/67990004;http://purl.bioontology.org/ontology/SNOMEDCT/226516007
C000298|BRANDY|http://purl.bioontology.org/ontology/SNOMEDCT/226019007
C000299|GRAPE JUICE|http://purl.bioontology.org/ontology/SNOMEDCT/129559002;http://purl.bioontology.org/ontology/SNOMEDCT/226492005
C000300|POMEGRANATE|http://purl.bioontology.org/ontology/SNOMEDCT/227441008
C000301|ROOT BEER|http://purl.bioontology.org/ontology/SNOMEDCT/412067002;http://purl.bioontology.org/ontology/SNOMEDCT/53410008
C000302|FLAXSEED OIL|http://purl.bioontology.org/ontology/SNOMEDCT/41573001;http://purl.bioontology.org/ontology/SNOMEDCT/710178007
C000303|WHISKY|http://purl.bioontology.org/ontology/SNOMEDCT/226528004
C000304|CLOVE|http://purl.bioontology.org/ontology/SNOMEDCT/227389000
C000305|HONEYDEW MELON|http://purl.bioontology.org/ontology/SNOMEDCT/260177005;http://purl.bioontology.org/ontology/SNOMEDCT/442531000124105
C000306|SHERBET|http://purl.bioontology.org/ontology/SNOMEDCT/227739006
C000307|PORT|http://purl.bioontology.org/ontology/SNOMEDCT/226047006
C000308|ENERGY DRINK|http://purl.bioontology.org/ontology/SNOMEDCT/444051000124101;http://purl.bioontology.org/ontology/SNOMEDCT/230118003
C000309|MACE|http://purl.bioontology.org/ontology/SNOMEDCT/227404007
C000310|SQUASH|http://purl.bioontology.org/ontology/SNOMEDCT/412065005
C000311|CELERY SEED|http://purl.bioontology.org/ontology/SNOMEDCT/256326004;http://purl.bioontology.org/ontology/SNOMEDCT/227383004
C000312|FRIED CHICKEN|http://purl.bioontology.org/ontology/SNOMEDCT/226957009;http://purl.bioontology.org/ontology/SNOMEDCT/226955001
C000313|ROAST CHICKEN|http://purl.bioontology.org/ontology/SNOMEDCT/226961003;http://purl.bioontology.org/ontology/SNOMEDCT/226955001
C000314|GRAVY MIX|http://purl.bioontology.org/ontology/SNOMEDCT/227556001
C000315|GREEN BEAN|http://purl.bioontology.org/ontology/SNOMEDCT/256354006;http://purl.bioontology.org/ontology/SNOMEDCT/256318007
C000316|MEAT TENDERIZER|http://purl.bioontology.org/ontology/SNOMEDCT/28647000;http://purl.bioontology.org/ontology/SNOMEDCT/442821000124105
C000317|BROWN RICE|http://purl.bioontology.org/ontology/SNOMEDCT/67324005;http://purl.bioontology.org/ontology/SNOMEDCT/226756007
C000318|CAPER|http://purl.bioontology.org/ontology/SNOMEDCT/444461000124108
C000319|BARBECUE SAUCE|http://purl.bioontology.org/ontology/SNOMEDCT/227527001;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
C000320|MUSSELS|http://purl.bioontology.org/ontology/SNOMEDCT/227150003
C000321|SNOW PEA|http://purl.bioontology.org/ontology/SNOMEDCT/442851000124101
C000322|KIDNEY BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/227362005
C000323|BUTTER BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/226888007;http://purl.bioontology.org/ontology/SNOMEDCT/227345000
C000324|BAKED BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/227315003
C000325|LENTILS|http://purl.bioontology.org/ontology/SNOMEDCT/227350006
C000326|VEAL|http://purl.bioontology.org/ontology/SNOMEDCT/226952003
C000327|GORGONZOLA CHEESE|http://purl.bioontology.org/ontology/SNOMEDCT/710041006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
C000328|LIMA BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/412056003
C000329|COUSCOUS|http://purl.bioontology.org/ontology/SNOMEDCT/227754000
C000330|MAHI MAHI|http://purl.bioontology.org/ontology/SNOMEDCT/444141000124104
C000331|AMERICAN CHEESE|http://purl.bioontology.org/ontology/SNOMEDCT/443971000124108;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
C000332|RUTABAGA|http://purl.bioontology.org/ontology/SNOMEDCT/227266005
C000333|SOFT CHEESE|http://purl.bioontology.org/ontology/SNOMEDCT/226848002;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
C000334|LOBSTER|http://purl.bioontology.org/ontology/SNOMEDCT/736162008
C000335|PIMENTO|http://purl.bioontology.org/ontology/SNOMEDCT/442701000124108
C000336|SALAMI|http://purl.bioontology.org/ontology/SNOMEDCT/227018006
C000337|GRUYERE CHEESE|http://purl.bioontology.org/ontology/SNOMEDCT/226834002;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
C000338|CREAMY SALAD DRESSING|http://purl.bioontology.org/ontology/SNOMEDCT/227545001;http://purl.bioontology.org/ontology/SNOMEDCT/227551006
C000339|WATER CHESTNUT|http://purl.bioontology.org/ontology/SNOMEDCT/260188004;http://purl.bioontology.org/ontology/SNOMEDCT/227276008
C000340|STUFFING MIX|http://purl.bioontology.org/ontology/SNOMEDCT/227762008
C000341|RASPBERRY EXTRACT|http://purl.bioontology.org/ontology/SNOMEDCT/421013007;http://purl.bioontology.org/ontology/SNOMEDCT/412289008
C000342|VENISON|http://purl.bioontology.org/ontology/SNOMEDCT/442561000124101
C000343|DAB|http://purl.bioontology.org/ontology/SNOMEDCT/227058008
C000344|EGG NOODLES|http://purl.bioontology.org/ontology/SNOMEDCT/226735005;http://purl.bioontology.org/ontology/SNOMEDCT/226736006
C000345|MARJORAM|http://purl.bioontology.org/ontology/SNOMEDCT/227405008
C000346|ALMOND OIL|http://purl.bioontology.org/ontology/SNOMEDCT/256350002;http://purl.bioontology.org/ontology/SNOMEDCT/391737006;http://purl.bioontology.org/ontology/SNOMEDCT/420316002
C000347|GROUND GINGER|http://purl.bioontology.org/ontology/SNOMEDCT/227400003;http://purl.bioontology.org/ontology/SNOMEDCT/227401004
C000348|POULTRY|http://purl.bioontology.org/ontology/SNOMEDCT/28230009
C000349|RYE BREAD|http://purl.bioontology.org/ontology/SNOMEDCT/226559002;http://purl.bioontology.org/ontology/SNOMEDCT/412068007;http://purl.bioontology.org/ontology/SNOMEDCT/226584004
C000350|BLACK OLIVE|http://purl.bioontology.org/ontology/SNOMEDCT/891000161106
C000351|JICAMA|http://purl.bioontology.org/ontology/SNOMEDCT/443741000124103
C000352|CHESTNUT|http://purl.bioontology.org/ontology/SNOMEDCT/260188004
C000353|POPPY SEED|http://purl.bioontology.org/ontology/SNOMEDCT/227409002
C000354|SHORTBREAD|http://purl.bioontology.org/ontology/SNOMEDCT/226715009
C000355|SCALLOP|http://purl.bioontology.org/ontology/SNOMEDCT/736027000
C000356|CANNED BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/227314004
C000357|BUTTERNUT|http://purl.bioontology.org/ontology/SNOMEDCT/442321000124102
C000358|BURGER|http://purl.bioontology.org/ontology/SNOMEDCT/227004004
C000359|POTATO SALAD|http://purl.bioontology.org/ontology/SNOMEDCT/227927005;http://purl.bioontology.org/ontology/SNOMEDCT/735053000;http://purl.bioontology.org/ontology/SNOMEDCT/227940000
C000360|WHITE BREAD|http://purl.bioontology.org/ontology/SNOMEDCT/226559002;http://purl.bioontology.org/ontology/SNOMEDCT/226590000
C000361|TANGERINE|http://purl.bioontology.org/ontology/SNOMEDCT/256316006
C000362|ANCHOVY|http://purl.bioontology.org/ontology/SNOMEDCT/735337006
C000363|PINTO BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/227360002
C000364|STOUT|http://purl.bioontology.org/ontology/SNOMEDCT/226507008
C000365|SMOKED SALMON|http://purl.bioontology.org/ontology/SNOMEDCT/735009005;http://purl.bioontology.org/ontology/SNOMEDCT/227134006
C000366|PLUM|http://purl.bioontology.org/ontology/SNOMEDCT/735051003
C000367|CORN SNACKS|http://purl.bioontology.org/ontology/SNOMEDCT/227587004;http://purl.bioontology.org/ontology/SNOMEDCT/412357001
C000368|GRITS|http://purl.bioontology.org/ontology/SNOMEDCT/442541000124100
C000369|TAHINI PASTE|http://purl.bioontology.org/ontology/SNOMEDCT/227516003
C000370|RAVIOLI|http://purl.bioontology.org/ontology/SNOMEDCT/226743000
C000371|MANGO CHUTNEY|http://purl.bioontology.org/ontology/SNOMEDCT/227543008;http://purl.bioontology.org/ontology/SNOMEDCT/227541005
C000372|CHUTNEY|http://purl.bioontology.org/ontology/SNOMEDCT/227541005
C000373|MILK CHOCOLATE|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/227610000;http://purl.bioontology.org/ontology/SNOMEDCT/102262009
C000374|MARMALADE|http://purl.bioontology.org/ontology/SNOMEDCT/227604000
C000375|HOMINY|http://purl.bioontology.org/ontology/SNOMEDCT/229939007
C000376|FINGER FOOD|http://purl.bioontology.org/ontology/SNOMEDCT/228016008
C000377|CARAWAY SEED|http://purl.bioontology.org/ontology/SNOMEDCT/227381002
C000378|RYE FLOUR|http://purl.bioontology.org/ontology/SNOMEDCT/229940009;http://purl.bioontology.org/ontology/SNOMEDCT/412068007;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
C000379|PRAWNS|http://purl.bioontology.org/ontology/SNOMEDCT/227151004
C000380|DUMPLING|http://purl.bioontology.org/ontology/SNOMEDCT/227755004
C000381|ENDIVE|http://purl.bioontology.org/ontology/SNOMEDCT/726758002
C000382|PLANTAIN|http://purl.bioontology.org/ontology/SNOMEDCT/227259009
C000383|TEMPEH|http://purl.bioontology.org/ontology/SNOMEDCT/227364006
C000384|ARUGULA|http://purl.bioontology.org/ontology/SNOMEDCT/442591000124109
C000385|SESAME SEED|http://purl.bioontology.org/ontology/SNOMEDCT/260167008
C000386|FRESH FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/227416001
C000387|SWORDFISH|http://purl.bioontology.org/ontology/SNOMEDCT/726731009
C000388|GREEK YOGURT|http://purl.bioontology.org/ontology/SNOMEDCT/226863004;http://purl.bioontology.org/ontology/SNOMEDCT/226878006
C000389|MUSTARD SEED|http://purl.bioontology.org/ontology/SNOMEDCT/51905005;http://purl.bioontology.org/ontology/SNOMEDCT/227406009
C000390|COCONUT CREAM|http://purl.bioontology.org/ontology/SNOMEDCT/735211005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/227499009
C000391|BRUSSELS SPROUTS|http://purl.bioontology.org/ontology/SNOMEDCT/735122004
C000392|EGG PRODUCT|http://purl.bioontology.org/ontology/SNOMEDCT/414074006
C000393|FENNEL|http://purl.bioontology.org/ontology/SNOMEDCT/227396003
C000394|PILAF|http://purl.bioontology.org/ontology/SNOMEDCT/227907009
C000395|FRENCH DRESSING|http://purl.bioontology.org/ontology/SNOMEDCT/227546000
C000396|ROQUEFORT CHEESE|http://purl.bioontology.org/ontology/SNOMEDCT/102264005;http://purl.bioontology.org/ontology/SNOMEDCT/226840009
C000397|CORN OIL|http://purl.bioontology.org/ontology/SNOMEDCT/735247006;http://purl.bioontology.org/ontology/SNOMEDCT/17558001;http://purl.bioontology.org/ontology/SNOMEDCT/412357001
C000398|PRALINE|http://purl.bioontology.org/ontology/SNOMEDCT/444111000124103
C000399|CUMIN SEED|http://purl.bioontology.org/ontology/SNOMEDCT/227392001
C000400|VEGETABLE JUICE|http://purl.bioontology.org/ontology/SNOMEDCT/22836000;http://purl.bioontology.org/ontology/SNOMEDCT/129559002;http://purl.bioontology.org/ontology/SNOMEDCT/129561006
C000401|LIVER SAUSAGE|http://purl.bioontology.org/ontology/SNOMEDCT/227029005;http://purl.bioontology.org/ontology/SNOMEDCT/227020009
C000402|MOUSSE|http://purl.bioontology.org/ontology/SNOMEDCT/227734001
C000403|CURRANTS|http://purl.bioontology.org/ontology/SNOMEDCT/227453007
C000404|RADISH|http://purl.bioontology.org/ontology/SNOMEDCT/256325000
C000405|PINE NUT|http://purl.bioontology.org/ontology/SNOMEDCT/13577000;http://purl.bioontology.org/ontology/SNOMEDCT/227511008
C000406|VINAIGRETTE|http://purl.bioontology.org/ontology/SNOMEDCT/443941000124100
C000407|RISOTTO|http://purl.bioontology.org/ontology/SNOMEDCT/227759005
C000408|LEEK|http://purl.bioontology.org/ontology/SNOMEDCT/726755004
C000409|CHICKEN ROLL|http://purl.bioontology.org/ontology/SNOMEDCT/226955001;http://purl.bioontology.org/ontology/SNOMEDCT/227032008
C000410|SAUSAGE ROLL|http://purl.bioontology.org/ontology/SNOMEDCT/227020009;http://purl.bioontology.org/ontology/SNOMEDCT/227677006
C000411|SEV|http://purl.bioontology.org/ontology/SNOMEDCT/229910007
C000412|DRINKS|http://purl.bioontology.org/ontology/SNOMEDCT/226465004
C000413|FLAVORED CHEESE SPREAD|http://purl.bioontology.org/ontology/SNOMEDCT/226811006;http://purl.bioontology.org/ontology/SNOMEDCT/226809002
C000414|DRY SHERRY|http://purl.bioontology.org/ontology/SNOMEDCT/226522003;http://purl.bioontology.org/ontology/SNOMEDCT/226057007
C000415|CAVIAR|http://purl.bioontology.org/ontology/SNOMEDCT/911000161109
C000416|TROUT|http://purl.bioontology.org/ontology/SNOMEDCT/735034005
C000417|BLACK-EYED PEA|http://purl.bioontology.org/ontology/SNOMEDCT/227343007
C000418|SAFFLOWER OIL|http://purl.bioontology.org/ontology/SNOMEDCT/54041009;http://purl.bioontology.org/ontology/SNOMEDCT/411316006
C000419|TURNIP|http://purl.bioontology.org/ontology/SNOMEDCT/227275007
C000420|FENNEL SEED|http://purl.bioontology.org/ontology/SNOMEDCT/227396003;http://purl.bioontology.org/ontology/SNOMEDCT/227397007
C000421|QUINCE|http://purl.bioontology.org/ontology/SNOMEDCT/227443006
C000422|HORSERADISH SAUCE|http://purl.bioontology.org/ontology/SNOMEDCT/227519005;http://purl.bioontology.org/ontology/SNOMEDCT/227533005;http://purl.bioontology.org/ontology/SNOMEDCT/735040003
C000423|TAMARI|http://purl.bioontology.org/ontology/SNOMEDCT/443631000124104
C000424|SNOW PEA POD|http://purl.bioontology.org/ontology/SNOMEDCT/442851000124101
C000425|SALTED PEANUTS|http://purl.bioontology.org/ontology/SNOMEDCT/227510009
C000426|DARK CORN SYRUP|http://purl.bioontology.org/ontology/SNOMEDCT/229863003;http://purl.bioontology.org/ontology/SNOMEDCT/412064009
C000427|LUNCHEON MEAT|http://purl.bioontology.org/ontology/SNOMEDCT/28647000;http://purl.bioontology.org/ontology/SNOMEDCT/227036006
C000428|CURRANT|http://purl.bioontology.org/ontology/SNOMEDCT/227453007
C000429|TURKEY SAUSAGE|http://purl.bioontology.org/ontology/SNOMEDCT/227020009;http://purl.bioontology.org/ontology/SNOMEDCT/227027007
C000430|SQUID|http://purl.bioontology.org/ontology/SNOMEDCT/735006003
C000431|SHOYU|http://purl.bioontology.org/ontology/SNOMEDCT/443791000124107
C000432|OKRA|http://purl.bioontology.org/ontology/SNOMEDCT/227254004
C000433|MUSCOVADO SUGAR|http://purl.bioontology.org/ontology/SNOMEDCT/280990009
C000434|TAMARIND|http://purl.bioontology.org/ontology/SNOMEDCT/226061001
C000435|SUNFLOWER SEED|http://purl.bioontology.org/ontology/SNOMEDCT/260205009
C000436|HOT CEREAL|http://purl.bioontology.org/ontology/SNOMEDCT/226617008;http://purl.bioontology.org/ontology/SNOMEDCT/23182003
C000437|DRIPPING|http://purl.bioontology.org/ontology/SNOMEDCT/226898001
C000438|BARLEY|http://purl.bioontology.org/ontology/SNOMEDCT/735124003
C000439|HADDOCK|http://purl.bioontology.org/ontology/SNOMEDCT/735033004
C000440|BLACK PUDDING|http://purl.bioontology.org/ontology/SNOMEDCT/227010004
C000441|GRAPEFRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/256315005
C000442|FRIED EGG|http://purl.bioontology.org/ontology/SNOMEDCT/226883003
C000443|NECTARINE|http://purl.bioontology.org/ontology/SNOMEDCT/227435001
C000444|WHITE FLOUR|http://purl.bioontology.org/ontology/SNOMEDCT/229951009;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
C000445|TZATZIKI|http://purl.bioontology.org/ontology/SNOMEDCT/227637003
C000446|OMELETTE|http://purl.bioontology.org/ontology/SNOMEDCT/227639000
C000447|ARROWROOT|http://purl.bioontology.org/ontology/SNOMEDCT/226720009
C000448|FRANKFURTER|http://purl.bioontology.org/ontology/SNOMEDCT/227021008
C000449|CHOCOLATE SPREAD|http://purl.bioontology.org/ontology/SNOMEDCT/102262009;http://purl.bioontology.org/ontology/SNOMEDCT/229861001
C000450|CHOCOLATE MILK|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/102262009;http://purl.bioontology.org/ontology/SNOMEDCT/46329000
C000451|SOY FLOUR|http://purl.bioontology.org/ontology/SNOMEDCT/229941008;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
C000452|MILLET FLOUR|http://purl.bioontology.org/ontology/SNOMEDCT/229942001;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
C000453|BUTTERMILK POWDER|http://purl.bioontology.org/ontology/SNOMEDCT/226769006;http://purl.bioontology.org/ontology/SNOMEDCT/226774003
C000454|MISO|http://purl.bioontology.org/ontology/SNOMEDCT/227354002
C000455|WHOLE MILK|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/226767008
C000456|MACARONI|http://purl.bioontology.org/ontology/SNOMEDCT/226742005
C000457|FARRO|http://purl.bioontology.org/ontology/SNOMEDCT/443811000124106
C000458|TOMATO CHUTNEY|http://purl.bioontology.org/ontology/SNOMEDCT/227541005;http://purl.bioontology.org/ontology/SNOMEDCT/734881000;http://purl.bioontology.org/ontology/SNOMEDCT/227544002
C000459|ONION SAUCE|http://purl.bioontology.org/ontology/SNOMEDCT/735047000;http://purl.bioontology.org/ontology/SNOMEDCT/227519005;http://purl.bioontology.org/ontology/SNOMEDCT/227524008
C000460|QUARK|http://purl.bioontology.org/ontology/SNOMEDCT/226862009
C000461|FUDGE|http://purl.bioontology.org/ontology/SNOMEDCT/229885009
C000462|SARDINE|http://purl.bioontology.org/ontology/SNOMEDCT/227136008
C000463|FRENCH FRIES|http://purl.bioontology.org/ontology/SNOMEDCT/227282006
C000464|SCONE|http://purl.bioontology.org/ontology/SNOMEDCT/226707006
C000465|SORBET|http://purl.bioontology.org/ontology/SNOMEDCT/227739006
C000466|COURGETTE|http://purl.bioontology.org/ontology/SNOMEDCT/227239005
C000467|WALNUT OIL|http://purl.bioontology.org/ontology/SNOMEDCT/229929001
C000468|MACADAMIA NUT|http://purl.bioontology.org/ontology/SNOMEDCT/13577000;http://purl.bioontology.org/ontology/SNOMEDCT/227501001
C000469|CURRY SAUCE|http://purl.bioontology.org/ontology/SNOMEDCT/227519005;http://purl.bioontology.org/ontology/SNOMEDCT/227532000
C000470|WHEY|http://purl.bioontology.org/ontology/SNOMEDCT/226770007
C000471|RAW EGG|http://purl.bioontology.org/ontology/SNOMEDCT/226885005
C000472|HEMP SEED|http://purl.bioontology.org/ontology/SNOMEDCT/442831000124108
C000473|JACKFRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/227247005
C000474|TOMATO PUREE|http://purl.bioontology.org/ontology/SNOMEDCT/227274006;http://purl.bioontology.org/ontology/SNOMEDCT/734881000
C000475|HEMP MILK|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/442841000124103
C000476|KIWI FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/260176001
C000477|SUNFLOWER OIL|http://purl.bioontology.org/ontology/SNOMEDCT/328568007
C000478|CANNED FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/227465006
C000479|BOILED EGG|http://purl.bioontology.org/ontology/SNOMEDCT/226882008
C000480|ARTIFICIAL SWEETENER|http://purl.bioontology.org/ontology/SNOMEDCT/116274004
C000481|DOUGHNUT|http://purl.bioontology.org/ontology/SNOMEDCT/226686009
C000482|MINCEMEAT|http://purl.bioontology.org/ontology/SNOMEDCT/227605004
C000483|TRIFLE|http://purl.bioontology.org/ontology/SNOMEDCT/227747006
C000484|PEPPERMINT OIL|http://purl.bioontology.org/ontology/SNOMEDCT/52283007;http://purl.bioontology.org/ontology/SNOMEDCT/227625000;http://purl.bioontology.org/ontology/SNOMEDCT/317164001
C000485|EGG CUSTARD|http://purl.bioontology.org/ontology/SNOMEDCT/227689008;http://purl.bioontology.org/ontology/SNOMEDCT/227696005
C000486|CHOCOLATE MOUSSE|http://purl.bioontology.org/ontology/SNOMEDCT/102262009;http://purl.bioontology.org/ontology/SNOMEDCT/227735000;http://purl.bioontology.org/ontology/SNOMEDCT/227734001
C000487|CHOCOLATE CANDY|http://purl.bioontology.org/ontology/SNOMEDCT/227607007;http://purl.bioontology.org/ontology/SNOMEDCT/102262009;http://purl.bioontology.org/ontology/SNOMEDCT/227608002
C000488|SHARK|http://purl.bioontology.org/ontology/SNOMEDCT/227101009
C000489|GOLDEN SYRUP|http://purl.bioontology.org/ontology/SNOMEDCT/229862008;http://purl.bioontology.org/ontology/SNOMEDCT/229864009
C000490|LEMONGRASS|http://purl.bioontology.org/ontology/SNOMEDCT/821000161108
C000491|NOUGAT|http://purl.bioontology.org/ontology/SNOMEDCT/229888006
C000492|TURKISH DELIGHT|http://purl.bioontology.org/ontology/SNOMEDCT/227627008
C000493|CASSAVA|http://purl.bioontology.org/ontology/SNOMEDCT/227234000
C000494|ICING SUGAR|http://purl.bioontology.org/ontology/SNOMEDCT/229871004;http://purl.bioontology.org/ontology/SNOMEDCT/230054001
C000495|POPSICLE|http://purl.bioontology.org/ontology/SNOMEDCT/443951000124103
C000496|PUMPKIN SEED|http://purl.bioontology.org/ontology/SNOMEDCT/227260004;http://purl.bioontology.org/ontology/SNOMEDCT/227514000
C000497|BLACK TEA|http://purl.bioontology.org/ontology/SNOMEDCT/16313001;http://purl.bioontology.org/ontology/SNOMEDCT/226476000
C000498|FRUIT SPREAD|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/229866006
C000499|BABY FOOD|http://purl.bioontology.org/ontology/SNOMEDCT/227983006
C000500|LEMON CURD|http://purl.bioontology.org/ontology/SNOMEDCT/735340006;http://purl.bioontology.org/ontology/SNOMEDCT/227603006
C000501|ORANGE OIL|http://purl.bioontology.org/ontology/SNOMEDCT/47677002;http://purl.bioontology.org/ontology/SNOMEDCT/411373005
C000502|SUET|http://purl.bioontology.org/ontology/SNOMEDCT/226900004
C000503|HALWA|http://purl.bioontology.org/ontology/SNOMEDCT/226695001
C000504|YAM|http://purl.bioontology.org/ontology/SNOMEDCT/726730005
C000505|MUNG BEANS|http://purl.bioontology.org/ontology/SNOMEDCT/227355001
C000506|CITRUS JUICE|http://purl.bioontology.org/ontology/SNOMEDCT/456771000124101;http://purl.bioontology.org/ontology/SNOMEDCT/129559002
C000507|CHICK PEA FLOUR|http://purl.bioontology.org/ontology/SNOMEDCT/229934002;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
C000508|GUAVA|http://purl.bioontology.org/ontology/SNOMEDCT/227429001
C000509|SAGO|http://purl.bioontology.org/ontology/SNOMEDCT/226731001
C000510|ANISE OIL|http://purl.bioontology.org/ontology/SNOMEDCT/57720001;http://purl.bioontology.org/ontology/SNOMEDCT/420343007
C000511|LICORICE CANDY|http://purl.bioontology.org/ontology/SNOMEDCT/227607007;http://purl.bioontology.org/ontology/SNOMEDCT/227623007
C000512|CRUNCHY PEANUT BUTTER|http://purl.bioontology.org/ontology/SNOMEDCT/227508007;http://purl.bioontology.org/ontology/SNOMEDCT/102260001
C000513|ROYAL ICING|http://purl.bioontology.org/ontology/SNOMEDCT/229871004;http://purl.bioontology.org/ontology/SNOMEDCT/229875008
C000514|DOUBLE CREAM|http://purl.bioontology.org/ontology/SNOMEDCT/226798005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006
C000515|MULBERRIES|http://purl.bioontology.org/ontology/SNOMEDCT/227434002
C000516|ELDERBERRIES|http://purl.bioontology.org/ontology/SNOMEDCT/227424006
C000517|CLEMENTINE|http://purl.bioontology.org/ontology/SNOMEDCT/227420002
C000518|TRAIL MIX|http://purl.bioontology.org/ontology/SNOMEDCT/226062008
C000519|CAROB|http://purl.bioontology.org/ontology/SNOMEDCT/420737008
C000520|KUMQUAT|http://purl.bioontology.org/ontology/SNOMEDCT/227431005
C000521|DRIED MIXED FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/227456004
C000522|BUTTER ICING|http://purl.bioontology.org/ontology/SNOMEDCT/226888007;http://purl.bioontology.org/ontology/SNOMEDCT/229871004;http://purl.bioontology.org/ontology/SNOMEDCT/229872006
C000523|GOOSEBERRIES|http://purl.bioontology.org/ontology/SNOMEDCT/227427004
C000524|SMOOTH PEANUT BUTTER|http://purl.bioontology.org/ontology/SNOMEDCT/102260001;http://purl.bioontology.org/ontology/SNOMEDCT/227507002
